"","subject","item","list","phrase","word","raw_rt","sentence","removed_rt","subject2","rt","accessible_G","inaccessible_G","accessible","inaccessible"
"86284",24,20,"binding1","5","himself",677,"The small boy said that Mr. Johnson introduced himself to the teacher at school.",677,"24/5",677,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"92059",25,20,"binding1","5","himself",1009,"The small boy said that Mr. Johnson introduced himself to the teacher at school.",1009,"25/5",NA,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"100141",28,20,"binding1","5","himself",553,"The small boy said that Mr. Johnson introduced himself to the teacher at school.",553,"28/5",553,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"104983",30,20,"binding1","5","himself",548,"The small boy said that Mr. Johnson introduced himself to the teacher at school.",548,"30/5",548,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"119811",35,20,"binding1","5","himself",443,"The small boy said that Mr. Johnson introduced himself to the teacher at school.",443,"35/5",443,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"122883",36,20,"binding1","5","himself",886,"The small boy said that Mr. Johnson introduced himself to the teacher at school.",886,"36/5",886,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"144086",44,20,"binding1","5","himself",574,"The small boy said that Mr. Johnson introduced himself to the teacher at school.",574,"44/5",574,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"23469",2,20,"binding2","5","himself",453,"The small girl said that Mr. Johnson introduced himself to the teacher at school.",453,"2/5",453,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"62665",17,20,"binding2","5","himself",582,"The small girl said that Mr. Johnson introduced himself to the teacher at school.",582,"17/5",582,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"97258",27,20,"binding2","5","himself",162,"The small girl said that Mr. Johnson introduced himself to the teacher at school.",162,"27/5",162,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"107467",31,20,"binding2","5","himself",601,"The small girl said that Mr. Johnson introduced himself to the teacher at school.",601,"31/5",601,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"115522",33,20,"binding2","5","himself",2169,"The small girl said that Mr. Johnson introduced himself to the teacher at school.",2169,"33/5",2169,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"117502",34,20,"binding2","5","himself",525,"The small girl said that Mr. Johnson introduced himself to the teacher at school.",525,"34/5",525,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"160762",48,20,"binding2","5","himself",559,"The small girl said that Mr. Johnson introduced himself to the teacher at school.",559,"48/5",559,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"163246",49,20,"binding2","5","himself",398,"The small girl said that Mr. Johnson introduced himself to the teacher at school.",398,"49/5",398,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"26373",3,20,"binding3","5","herself",487,"The small girl said that Mr. Johnson introduced herself to the teacher at school.",487,"3/5",487,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"30165",5,20,"binding3","5","herself",783,"The small girl said that Mr. Johnson introduced herself to the teacher at school.",783,"5/5",783,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"34769",7,20,"binding3","5","herself",463,"The small girl said that Mr. Johnson introduced herself to the teacher at school.",463,"7/5",463,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"38555",8,20,"binding3","5","herself",515,"The small girl said that Mr. Johnson introduced herself to the teacher at school.",515,"8/5",515,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"46892",11,20,"binding3","5","herself",421,"The small girl said that Mr. Johnson introduced herself to the teacher at school.",421,"11/5",421,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"73561",20,20,"binding3","5","herself",397,"The small girl said that Mr. Johnson introduced herself to the teacher at school.",397,"20/5",397,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"94949",26,20,"binding3","5","herself",671,"The small girl said that Mr. Johnson introduced herself to the teacher at school.",671,"26/5",671,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"101673",29,20,"binding3","5","herself",488,"The small girl said that Mr. Johnson introduced herself to the teacher at school.",488,"29/5",488,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"109238",32,20,"binding3","5","herself",780,"The small girl said that Mr. Johnson introduced herself to the teacher at school.",780,"32/5",780,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"125479",37,20,"binding3","5","herself",499,"The small girl said that Mr. Johnson introduced herself to the teacher at school.",499,"37/5",499,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"128020",38,20,"binding3","5","herself",1053,"The small girl said that Mr. Johnson introduced herself to the teacher at school.",1053,"38/5",1053,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"134745",40,20,"binding3","5","herself",1502,"The small girl said that Mr. Johnson introduced herself to the teacher at school.",1502,"40/5",1502,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"135815",41,20,"binding3","5","herself",187,"The small girl said that Mr. Johnson introduced herself to the teacher at school.",187,"41/5",187,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"146157",45,20,"binding3","5","herself",696,"The small girl said that Mr. Johnson introduced herself to the teacher at school.",696,"45/5",696,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"152806",46,20,"binding3","5","herself",681,"The small girl said that Mr. Johnson introduced herself to the teacher at school.",681,"46/5",681,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"155549",47,20,"binding3","5","herself",821,"The small girl said that Mr. Johnson introduced herself to the teacher at school.",821,"47/5",821,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"43532",10,20,"binding4","5","herself",317,"The small boy said that Mr. Johnson introduced herself to the teacher at school.",317,"10/5",317,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"51721",13,20,"binding4","5","herself",504,"The small boy said that Mr. Johnson introduced herself to the teacher at school.",504,"13/5",504,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"55451",14,20,"binding4","5","herself",528,"The small boy said that Mr. Johnson introduced herself to the teacher at school.",528,"14/5",528,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"55772",15,20,"binding4","5","herself",936,"The small boy said that Mr. Johnson introduced herself to the teacher at school.",936,"15/5",936,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"63722",18,20,"binding4","5","herself",757,"The small boy said that Mr. Johnson introduced herself to the teacher at school.",757,"18/5",757,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"75535",21,20,"binding4","5","herself",418,"The small boy said that Mr. Johnson introduced herself to the teacher at school.",418,"21/5",418,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"83317",23,20,"binding4","5","herself",842,"The small boy said that Mr. Johnson introduced herself to the teacher at school.",842,"23/5",842,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"129944",39,20,"binding4","5","herself",2167,"The small boy said that Mr. Johnson introduced herself to the teacher at school.",2167,"39/5",2167,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"139146",42,20,"binding4","5","herself",450,"The small boy said that Mr. Johnson introduced herself to the teacher at school.",450,"42/5",450,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"142036",43,20,"binding4","5","herself",681,"The small boy said that Mr. Johnson introduced herself to the teacher at school.",681,"43/5",681,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"44561",10,21,"binding1","5","himself",240,"The boy said that Mr. Williams taught himself how to play the piano very happily.",240,"10/5",240,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"51259",13,21,"binding1","5","himself",578,"The boy said that Mr. Williams taught himself how to play the piano very happily.",578,"13/5",578,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"54086",14,21,"binding1","5","himself",657,"The boy said that Mr. Williams taught himself how to play the piano very happily.",657,"14/5",657,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"57200",15,21,"binding1","5","himself",477,"The boy said that Mr. Williams taught himself how to play the piano very happily.",477,"15/5",477,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"65570",18,21,"binding1","5","himself",604,"The boy said that Mr. Williams taught himself how to play the piano very happily.",604,"18/5",604,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"75682",21,21,"binding1","5","himself",451,"The boy said that Mr. Williams taught himself how to play the piano very happily.",451,"21/5",451,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"82561",23,21,"binding1","5","himself",867,"The boy said that Mr. Williams taught himself how to play the piano very happily.",867,"23/5",867,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"130742",39,21,"binding1","5","himself",2777,"The boy said that Mr. Williams taught himself how to play the piano very happily.",2777,"39/5",NA,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"139251",42,21,"binding1","5","himself",323,"The boy said that Mr. Williams taught himself how to play the piano very happily.",323,"42/5",323,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"140902",43,21,"binding1","5","himself",478,"The boy said that Mr. Williams taught himself how to play the piano very happily.",478,"43/5",478,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"14631",1,21,"binding2","5","himself",802,"The girl said that Mr. Williams taught himself how to play the piano very happily.",802,"1/5",802,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"27758",4,21,"binding2","5","himself",588,"The girl said that Mr. Williams taught himself how to play the piano very happily.",588,"4/5",588,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"32740",6,21,"binding2","5","himself",526,"The girl said that Mr. Williams taught himself how to play the piano very happily.",526,"6/5",526,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"39857",9,21,"binding2","5","himself",678,"The girl said that Mr. Williams taught himself how to play the piano very happily.",678,"9/5",678,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"49608",12,21,"binding2","5","himself",576,"The girl said that Mr. Williams taught himself how to play the piano very happily.",576,"12/5",576,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"59313",16,21,"binding2","5","himself",911,"The girl said that Mr. Williams taught himself how to play the piano very happily.",911,"16/5",911,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"67830",19,21,"binding2","5","himself",788,"The girl said that Mr. Williams taught himself how to play the piano very happily.",788,"19/5",788,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"81735",22,21,"binding2","5","himself",397,"The girl said that Mr. Williams taught himself how to play the piano very happily.",397,"22/5",397,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"87187",24,21,"binding2","5","himself",392,"The girl said that Mr. Williams taught himself how to play the piano very happily.",392,"24/5",392,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"91639",25,21,"binding2","5","himself",432,"The girl said that Mr. Williams taught himself how to play the piano very happily.",432,"25/5",432,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"98713",28,21,"binding2","5","himself",549,"The girl said that Mr. Williams taught himself how to play the piano very happily.",549,"28/5",549,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"105403",30,21,"binding2","5","himself",561,"The girl said that Mr. Williams taught himself how to play the piano very happily.",561,"30/5",561,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"120735",35,21,"binding2","5","himself",748,"The girl said that Mr. Williams taught himself how to play the piano very happily.",748,"35/5",748,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"123597",36,21,"binding2","5","himself",1001,"The girl said that Mr. Williams taught himself how to play the piano very happily.",1001,"36/5",1001,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"144464",44,21,"binding2","5","himself",470,"The girl said that Mr. Williams taught himself how to play the piano very happily.",470,"44/5",470,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"22986",2,21,"binding3","5","herself",311,"The girl said that Mr. Williams taught herself how to play the piano very happily.",311,"2/5",311,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"61216",17,21,"binding3","5","herself",445,"The girl said that Mr. Williams taught herself how to play the piano very happily.",445,"17/5",445,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"96985",27,21,"binding3","5","herself",1171,"The girl said that Mr. Williams taught herself how to play the piano very happily.",1171,"27/5",1171,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"106249",31,21,"binding3","5","herself",1092,"The girl said that Mr. Williams taught herself how to play the piano very happily.",1092,"31/5",1092,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"115774",33,21,"binding3","5","herself",599,"The girl said that Mr. Williams taught herself how to play the piano very happily.",599,"33/5",599,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"117292",34,21,"binding3","5","herself",488,"The girl said that Mr. Williams taught herself how to play the piano very happily.",488,"34/5",488,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"159523",48,21,"binding3","5","herself",529,"The girl said that Mr. Williams taught herself how to play the piano very happily.",529,"48/5",529,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"162175",49,21,"binding3","5","herself",510,"The girl said that Mr. Williams taught herself how to play the piano very happily.",510,"49/5",510,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"25092",3,21,"binding4","5","herself",533,"The boy said that Mr. Williams taught herself how to play the piano very happily.",533,"3/5",533,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"30375",5,21,"binding4","5","herself",445,"The boy said that Mr. Williams taught herself how to play the piano very happily.",445,"5/5",445,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"35567",7,21,"binding4","5","herself",396,"The boy said that Mr. Williams taught herself how to play the piano very happily.",396,"7/5",396,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"37253",8,21,"binding4","5","herself",811,"The boy said that Mr. Williams taught herself how to play the piano very happily.",811,"8/5",811,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"46682",11,21,"binding4","5","herself",2569,"The boy said that Mr. Williams taught herself how to play the piano very happily.",2569,"11/5",NA,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"71881",20,21,"binding4","5","herself",1058,"The boy said that Mr. Williams taught herself how to play the piano very happily.",1058,"20/5",NA,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"93626",26,21,"binding4","5","herself",981,"The boy said that Mr. Williams taught herself how to play the piano very happily.",981,"26/5",981,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"101043",29,21,"binding4","5","herself",407,"The boy said that Mr. Williams taught herself how to play the piano very happily.",407,"29/5",407,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"110330",32,21,"binding4","5","herself",671,"The boy said that Mr. Williams taught herself how to play the piano very happily.",671,"32/5",671,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"124954",37,21,"binding4","5","herself",653,"The boy said that Mr. Williams taught herself how to play the piano very happily.",653,"37/5",653,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"127516",38,21,"binding4","5","herself",580,"The boy said that Mr. Williams taught herself how to play the piano very happily.",580,"38/5",580,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"133296",40,21,"binding4","5","herself",1612,"The boy said that Mr. Williams taught herself how to play the piano very happily.",1612,"40/5",1612,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"135500",41,21,"binding4","5","herself",506,"The boy said that Mr. Williams taught herself how to play the piano very happily.",506,"41/5",506,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"147606",45,21,"binding4","5","herself",508,"The boy said that Mr. Williams taught herself how to play the piano very happily.",508,"45/5",508,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"151840",46,21,"binding4","5","herself",1317,"The boy said that Mr. Williams taught herself how to play the piano very happily.",1317,"46/5",1317,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"155717",47,21,"binding4","5","herself",783,"The boy said that Mr. Williams taught herself how to play the piano very happily.",783,"47/5",783,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"25407",3,22,"binding1","5","himself",673,"The king heard that Mr. Thomas read about himself in the library that morning.",673,"3/5",673,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"31593",5,22,"binding1","5","himself",460,"The king heard that Mr. Thomas read about himself in the library that morning.",460,"5/5",460,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"36239",7,22,"binding1","5","himself",396,"The king heard that Mr. Thomas read about himself in the library that morning.",396,"7/5",396,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"39227",8,22,"binding1","5","himself",736,"The king heard that Mr. Thomas read about himself in the library that morning.",736,"8/5",736,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"47165",11,22,"binding1","5","himself",561,"The king heard that Mr. Thomas read about himself in the library that morning.",561,"11/5",561,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"72196",20,22,"binding1","5","himself",493,"The king heard that Mr. Thomas read about himself in the library that morning.",493,"20/5",493,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"94823",26,22,"binding1","5","himself",13,"The king heard that Mr. Thomas read about himself in the library that morning.",NA,"26/5",NA,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"101925",29,22,"binding1","5","himself",595,"The king heard that Mr. Thomas read about himself in the library that morning.",595,"29/5",595,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"109595",32,22,"binding1","5","himself",580,"The king heard that Mr. Thomas read about himself in the library that morning.",580,"32/5",580,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"126088",37,22,"binding1","5","himself",555,"The king heard that Mr. Thomas read about himself in the library that morning.",555,"37/5",555,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"129091",38,22,"binding1","5","himself",413,"The king heard that Mr. Thomas read about himself in the library that morning.",413,"38/5",413,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"132750",40,22,"binding1","5","himself",880,"The king heard that Mr. Thomas read about himself in the library that morning.",880,"40/5",880,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"135605",41,22,"binding1","5","himself",906,"The king heard that Mr. Thomas read about himself in the library that morning.",906,"41/5",906,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"145674",45,22,"binding1","5","himself",778,"The king heard that Mr. Thomas read about himself in the library that morning.",778,"45/5",778,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"152869",46,22,"binding1","5","himself",647,"The king heard that Mr. Thomas read about himself in the library that morning.",647,"46/5",647,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"156032",47,22,"binding1","5","himself",1415,"The king heard that Mr. Thomas read about himself in the library that morning.",1415,"47/5",NA,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"44414",10,22,"binding2","5","himself",328,"The queen heard that Mr. Thomas read about himself in the library that morning.",328,"10/5",328,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"52099",13,22,"binding2","5","himself",580,"The queen heard that Mr. Thomas read about himself in the library that morning.",580,"13/5",580,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"53183",14,22,"binding2","5","himself",593,"The queen heard that Mr. Thomas read about himself in the library that morning.",593,"14/5",593,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"56192",15,22,"binding2","5","himself",1143,"The queen heard that Mr. Thomas read about himself in the library that morning.",1143,"15/5",1143,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"63890",18,22,"binding2","5","himself",497,"The queen heard that Mr. Thomas read about himself in the library that morning.",497,"18/5",497,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"74863",21,22,"binding2","5","himself",464,"The queen heard that Mr. Thomas read about himself in the library that morning.",464,"21/5",464,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"84136",23,22,"binding2","5","himself",611,"The queen heard that Mr. Thomas read about himself in the library that morning.",611,"23/5",611,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"131834",39,22,"binding2","5","himself",980,"The queen heard that Mr. Thomas read about himself in the library that morning.",980,"39/5",980,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"138327",42,22,"binding2","5","himself",634,"The queen heard that Mr. Thomas read about himself in the library that morning.",634,"42/5",634,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"142498",43,22,"binding2","5","himself",580,"The queen heard that Mr. Thomas read about himself in the library that morning.",580,"43/5",580,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"14988",1,22,"binding3","5","herself",602,"The queen heard that Mr. Thomas read about herself in the library that morning.",602,"1/5",602,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"28955",4,22,"binding3","5","herself",375,"The queen heard that Mr. Thomas read about herself in the library that morning.",375,"4/5",375,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"32950",6,22,"binding3","5","herself",561,"The queen heard that Mr. Thomas read about herself in the library that morning.",561,"6/5",561,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"41621",9,22,"binding3","5","herself",484,"The queen heard that Mr. Thomas read about herself in the library that morning.",484,"9/5",484,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"47865",12,22,"binding3","5","herself",575,"The queen heard that Mr. Thomas read about herself in the library that morning.",575,"12/5",575,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"59859",16,22,"binding3","5","herself",365,"The queen heard that Mr. Thomas read about herself in the library that morning.",365,"16/5",365,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"67935",19,22,"binding3","5","herself",634,"The queen heard that Mr. Thomas read about herself in the library that morning.",634,"19/5",634,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"79740",22,22,"binding3","5","herself",748,"The queen heard that Mr. Thomas read about herself in the library that morning.",748,"22/5",748,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"86221",24,22,"binding3","5","herself",657,"The queen heard that Mr. Thomas read about herself in the library that morning.",657,"24/5",657,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"92584",25,22,"binding3","5","herself",448,"The queen heard that Mr. Thomas read about herself in the library that morning.",448,"25/5",448,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"99427",28,22,"binding3","5","herself",594,"The queen heard that Mr. Thomas read about herself in the library that morning.",594,"28/5",594,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"105193",30,22,"binding3","5","herself",585,"The queen heard that Mr. Thomas read about herself in the library that morning.",585,"30/5",585,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"121680",35,22,"binding3","5","herself",620,"The queen heard that Mr. Thomas read about herself in the library that morning.",620,"35/5",620,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"123807",36,22,"binding3","5","herself",1607,"The queen heard that Mr. Thomas read about herself in the library that morning.",1607,"36/5",1607,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"145220",44,22,"binding3","5","herself",474,"The queen heard that Mr. Thomas read about herself in the library that morning.",474,"44/5",474,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"21369",2,22,"binding4","5","herself",3185,"The king heard that Mr. Thomas read about herself in the library that morning.",3185,"2/5",NA,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"63190",17,22,"binding4","5","herself",465,"The king heard that Mr. Thomas read about herself in the library that morning.",465,"17/5",465,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"95977",27,22,"binding4","5","herself",713,"The king heard that Mr. Thomas read about herself in the library that morning.",713,"27/5",713,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"106186",31,22,"binding4","5","herself",806,"The king heard that Mr. Thomas read about herself in the library that morning.",806,"31/5",806,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"114514",33,22,"binding4","5","herself",591,"The king heard that Mr. Thomas read about herself in the library that morning.",591,"33/5",591,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"118279",34,22,"binding4","5","herself",662,"The king heard that Mr. Thomas read about herself in the library that morning.",662,"34/5",662,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"158935",48,22,"binding4","5","herself",770,"The king heard that Mr. Thomas read about herself in the library that morning.",770,"48/5",770,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"163939",49,22,"binding4","5","herself",446,"The king heard that Mr. Thomas read about herself in the library that morning.",446,"49/5",446,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"23532",2,23,"binding1","5","himself",389,"The old man said that Mr. George allowed himself to rest after exercising.",389,"2/5",389,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"61909",17,23,"binding1","5","himself",403,"The old man said that Mr. George allowed himself to rest after exercising.",403,"17/5",403,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"96313",27,23,"binding1","5","himself",438,"The old man said that Mr. George allowed himself to rest after exercising.",438,"27/5",438,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"108391",31,23,"binding1","5","himself",292,"The old man said that Mr. George allowed himself to rest after exercising.",292,"31/5",292,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"114304",33,23,"binding1","5","himself",1182,"The old man said that Mr. George allowed himself to rest after exercising.",1182,"33/5",1182,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"117964",34,23,"binding1","5","himself",936,"The old man said that Mr. George allowed himself to rest after exercising.",936,"34/5",936,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"160132",48,23,"binding1","5","himself",581,"The old man said that Mr. George allowed himself to rest after exercising.",581,"48/5",581,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"161776",49,23,"binding1","5","himself",635,"The old man said that Mr. George allowed himself to rest after exercising.",635,"49/5",635,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"25197",3,23,"binding2","5","himself",594,"The old lady said that Mr. George allowed himself to rest after exercising.",594,"3/5",594,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"31698",5,23,"binding2","5","himself",326,"The old lady said that Mr. George allowed himself to rest after exercising.",326,"5/5",326,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"36869",7,23,"binding2","5","himself",163,"The old lady said that Mr. George allowed himself to rest after exercising.",163,"7/5",NA,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"38933",8,23,"binding2","5","himself",296,"The old lady said that Mr. George allowed himself to rest after exercising.",296,"8/5",296,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"45758",11,23,"binding2","5","himself",511,"The old lady said that Mr. George allowed himself to rest after exercising.",511,"11/5",511,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"73120",20,23,"binding2","5","himself",432,"The old lady said that Mr. George allowed himself to rest after exercising.",432,"20/5",432,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"94151",26,23,"binding2","5","himself",497,"The old lady said that Mr. George allowed himself to rest after exercising.",497,"26/5",497,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"101820",29,23,"binding2","5","himself",890,"The old lady said that Mr. George allowed himself to rest after exercising.",890,"29/5",890,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"110645",32,23,"binding2","5","himself",590,"The old lady said that Mr. George allowed himself to rest after exercising.",590,"32/5",590,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"126403",37,23,"binding2","5","himself",449,"The old lady said that Mr. George allowed himself to rest after exercising.",449,"37/5",449,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"128776",38,23,"binding2","5","himself",316,"The old lady said that Mr. George allowed himself to rest after exercising.",316,"38/5",316,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
