"","subject","item","list","phrase","word","rt","sentence","accessible_G","inaccessible_G","accessible","inaccessible"
"143142",44,1,"binding2","6","with a knife",2239,"Mr. Smith said that the girl cut herself with a knife while cooking.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"143143",44,1,"binding2","7","while cooking.",1718,"Mr. Smith said that the girl cut herself with a knife while cooking.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"21772",2,1,"binding3","1","Mr. Smith",445,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"21786",2,1,"binding3","2","said that",372,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"21787",2,1,"binding3","3","the girl",176,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"21788",2,1,"binding3","4","cut",208,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"21789",2,1,"binding3","5","himself",365,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"21790",2,1,"binding3","6","with a knife",696,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"21791",2,1,"binding3","7","while cooking.",512,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"62501",17,1,"binding3","1","Mr. Smith",592,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"62515",17,1,"binding3","2","said that",604,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"62516",17,1,"binding3","3","the girl",512,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"62517",17,1,"binding3","4","cut",418,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"62518",17,1,"binding3","5","himself",497,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"62519",17,1,"binding3","6","with a knife",806,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"62520",17,1,"binding3","7","while cooking.",729,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"97506",27,1,"binding3","1","Mr. Smith",35,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"97507",27,1,"binding3","2","said that",37,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"97508",27,1,"binding3","3","the girl",34,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"97509",27,1,"binding3","4","cut",39,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"97510",27,1,"binding3","5","himself",33,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"97511",27,1,"binding3","6","with a knife",36,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"97512",27,1,"binding3","7","while cooking.",36,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"106770",31,1,"binding3","1","Mr. Smith",1012,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"106771",31,1,"binding3","2","said that",991,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"106772",31,1,"binding3","3","the girl",1501,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"106773",31,1,"binding3","4","cut",426,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"106774",31,1,"binding3","5","himself",601,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"106775",31,1,"binding3","6","with a knife",1713,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"106776",31,1,"binding3","7","while cooking.",1198,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"114896",33,1,"binding3","1","Mr. Smith",742,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"114910",33,1,"binding3","2","said that",728,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"114911",33,1,"binding3","3","the girl",657,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"114912",33,1,"binding3","4","cut",631,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"114913",33,1,"binding3","5","himself",858,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"114914",33,1,"binding3","6","with a knife",1441,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"114915",33,1,"binding3","7","while cooking.",2144,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"117842",34,1,"binding3","1","Mr. Smith",667,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"117856",34,1,"binding3","2","said that",825,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"117857",34,1,"binding3","3","the girl",775,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"117858",34,1,"binding3","4","cut",1089,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"117859",34,1,"binding3","5","himself",520,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"117860",34,1,"binding3","6","with a knife",649,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"117861",34,1,"binding3","7","while cooking.",1630,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"159582",48,1,"binding3","1","Mr. Smith",612,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"159583",48,1,"binding3","2","said that",500,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"159584",48,1,"binding3","3","the girl",463,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"159585",48,1,"binding3","4","cut",464,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"159586",48,1,"binding3","5","himself",517,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"159587",48,1,"binding3","6","with a knife",1273,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"159588",48,1,"binding3","7","while cooking.",681,"Mr. Smith said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"23983",3,1,"binding4","1","Miss Carroll",1145,"Miss Carroll said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"23997",3,1,"binding4","2","said that",878,"Miss Carroll said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"23998",3,1,"binding4","3","the girl",747,"Miss Carroll said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"23999",3,1,"binding4","4","cut",638,"Miss Carroll said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"24000",3,1,"binding4","5","himself",698,"Miss Carroll said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"24001",3,1,"binding4","6","with a knife",1396,"Miss Carroll said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"24002",3,1,"binding4","7","while cooking.",828,"Miss Carroll said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"31274",5,1,"binding4","1","Miss Carroll",297,"Miss Carroll said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"31275",5,1,"binding4","2","said that",301,"Miss Carroll said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"31276",5,1,"binding4","3","the girl",351,"Miss Carroll said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"31277",5,1,"binding4","4","cut",417,"Miss Carroll said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"31278",5,1,"binding4","5","himself",281,"Miss Carroll said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"31279",5,1,"binding4","6","with a knife",282,"Miss Carroll said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"31280",5,1,"binding4","7","while cooking.",333,"Miss Carroll said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"36117",7,1,"binding4","1","Miss Carroll",645,"Miss Carroll said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"36131",7,1,"binding4","2","said that",437,"Miss Carroll said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"36132",7,1,"binding4","3","the girl",493,"Miss Carroll said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"36133",7,1,"binding4","4","cut",432,"Miss Carroll said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"36134",7,1,"binding4","5","himself",438,"Miss Carroll said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"36135",7,1,"binding4","6","with a knife",767,"Miss Carroll said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"36136",7,1,"binding4","7","while cooking.",636,"Miss Carroll said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"37887",8,1,"binding4","1","Miss Carroll",3047,"Miss Carroll said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"37901",8,1,"binding4","2","said that",516,"Miss Carroll said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"37902",8,1,"binding4","3","the girl",459,"Miss Carroll said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"37903",8,1,"binding4","4","cut",337,"Miss Carroll said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"37904",8,1,"binding4","5","himself",527,"Miss Carroll said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"37905",8,1,"binding4","6","with a knife",336,"Miss Carroll said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"37906",8,1,"binding4","7","while cooking.",603,"Miss Carroll said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"46426",11,1,"binding4","1","Miss Carroll",889,"Miss Carroll said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"46427",11,1,"binding4","2","said that",728,"Miss Carroll said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"46428",11,1,"binding4","3","the girl",534,"Miss Carroll said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"46429",11,1,"binding4","4","cut",375,"Miss Carroll said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"46430",11,1,"binding4","5","himself",385,"Miss Carroll said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"46431",11,1,"binding4","6","with a knife",862,"Miss Carroll said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"46432",11,1,"binding4","7","while cooking.",1203,"Miss Carroll said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"72347",20,1,"binding4","1","Miss Carroll",2764,"Miss Carroll said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"72361",20,1,"binding4","2","said that",539,"Miss Carroll said that the girl cut himself with a knife while cooking.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
