"subject","item","ar","binding","group","binding_g","group_g"
"Non-Native 34",11,"1",-1,1,"Binding","Non-Native"
"Non-Native 35",11,"1",-1,1,"Binding","Non-Native"
"Non-Native 36",11,"1",-1,1,"Binding","Non-Native"
"Non-Native 37",11,"1",-1,1,"Binding","Non-Native"
"Non-Native 39",11,"1",-1,1,"Binding","Non-Native"
"Non-Native 44",11,"0",-1,1,"Binding","Non-Native"
"Non-Native 47",11,"1",-1,1,"Binding","Non-Native"
"Non-Native 50",11,"1",-1,1,"Binding","Non-Native"
"Non-Native 51",11,"0",-1,1,"Binding","Non-Native"
"Non-Native 55",11,"1",-1,1,"Binding","Non-Native"
"Non-Native 1",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 2",11,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 3",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 6",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 8",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 9",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 10",11,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 11",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 12",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 14",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 17",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 20",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 27",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 28",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 29",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 31",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 32",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 38",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 40",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 41",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 42",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 43",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 45",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 46",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 48",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 49",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 52",11,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 53",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 54",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 56",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 1",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 2",12,"0",-1,1,"Binding","Non-Native"
"Non-Native 3",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 6",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 8",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 9",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 10",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 11",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 12",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 14",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 17",12,"0",-1,1,"Binding","Non-Native"
"Non-Native 20",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 27",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 28",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 29",12,"0",-1,1,"Binding","Non-Native"
"Non-Native 31",12,"0",-1,1,"Binding","Non-Native"
"Non-Native 32",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 38",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 40",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 41",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 42",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 43",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 45",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 46",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 48",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 49",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 52",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 53",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 54",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 56",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 4",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 5",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 7",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 13",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 15",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 16",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 18",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 19",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 21",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 22",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 23",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 24",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 25",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 26",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 30",12,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 33",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 34",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 35",12,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 36",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 37",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 39",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 44",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 47",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 50",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 51",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 55",12,"1",1,1,"Non-Binding","Non-Native"
