"subject","item","rt","accessible","inaccessible","group","region","trial","accessible_g","inaccessible_g","group_g","region_g"
"Non-Native 51",23,"797",-1,1,1,1,"Non-Native 51 23","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 61",23,"529",-1,1,1,-1,"Non-Native 61 23","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 61",23,"704",-1,1,1,1,"Non-Native 61 23","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 64",23,"368",-1,1,1,-1,"Non-Native 64 23","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 64",23,"532",-1,1,1,1,"Non-Native 64 23","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 67",23,"545",-1,1,1,-1,"Non-Native 67 23","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 67",23,"573",-1,1,1,1,"Non-Native 67 23","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 68",23,"529",-1,1,1,-1,"Non-Native 68 23","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 68",23,"691",-1,1,1,1,"Non-Native 68 23","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 71",23,"539",-1,1,1,-1,"Non-Native 71 23","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 71",23,"697",-1,1,1,1,"Non-Native 71 23","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 10",23,"499",1,-1,1,-1,"Non-Native 10 23","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 10",23,"373",1,-1,1,1,"Non-Native 10 23","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 13",23,"500",1,-1,1,-1,"Non-Native 13 23","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 13",23,"482",1,-1,1,1,"Non-Native 13 23","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 14",23,"592",1,-1,1,-1,"Non-Native 14 23","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 14",23,"415",1,-1,1,1,"Non-Native 14 23","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 15",23,"733",1,-1,1,-1,"Non-Native 15 23","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 15",23,"782",1,-1,1,1,"Non-Native 15 23","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 18",23,"566",1,-1,1,-1,"Non-Native 18 23","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 18",23,"573",1,-1,1,1,"Non-Native 18 23","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 21",23,"469",1,-1,1,-1,"Non-Native 21 23","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 21",23,"778",1,-1,1,1,"Non-Native 21 23","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 22",23,"214",1,-1,1,-1,"Non-Native 22 23","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 22",23,"259",1,-1,1,1,"Non-Native 22 23","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 24",23,"644",1,-1,1,-1,"Non-Native 24 23","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 24",23,"823",1,-1,1,1,"Non-Native 24 23","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 26",23,"839",1,-1,1,-1,"Non-Native 26 23","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 26",23,"498",1,-1,1,1,"Non-Native 26 23","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 42",23,"2287",1,-1,1,-1,"Non-Native 42 23","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 42",23,"1043",1,-1,1,1,"Non-Native 42 23","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 45",23,"1407",1,-1,1,-1,"Non-Native 45 23","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 45",23,"863",1,-1,1,1,"Non-Native 45 23","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 46",23,"391",1,-1,1,-1,"Non-Native 46 23","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 46",23,"463",1,-1,1,1,"Non-Native 46 23","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 56",23,"430",1,-1,1,-1,"Non-Native 56 23","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 56",23,"631",1,-1,1,1,"Non-Native 56 23","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 63",23,"502",1,-1,1,-1,"Non-Native 63 23","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 63",23,"418",1,-1,1,1,"Non-Native 63 23","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 65",23,"623",1,-1,1,-1,"Non-Native 65 23","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 65",23,"591",1,-1,1,1,"Non-Native 65 23","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 70",23,"3545",1,-1,1,-1,"Non-Native 70 23","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 70",23,"1339",1,-1,1,1,"Non-Native 70 23","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 1",23,"791",1,1,1,-1,"Non-Native 1 23","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 1",23,"831",1,1,1,1,"Non-Native 1 23","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 2",23,"658",1,1,1,-1,"Non-Native 2 23","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 2",23,"504",1,1,1,1,"Non-Native 2 23","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 6",23,"444",1,1,1,-1,"Non-Native 6 23","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 6",23,"563",1,1,1,1,"Non-Native 6 23","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 9",23,"544",1,1,1,-1,"Non-Native 9 23","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 9",23,"463",1,1,1,1,"Non-Native 9 23","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 12",23,"711",1,1,1,-1,"Non-Native 12 23","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 12",23,"430",1,1,1,1,"Non-Native 12 23","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 16",23,"435",1,1,1,-1,"Non-Native 16 23","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 16",23,"376",1,1,1,1,"Non-Native 16 23","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 19",23,"465",1,1,1,-1,"Non-Native 19 23","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 19",23,"729",1,1,1,1,"Non-Native 19 23","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 23",23,"519",1,1,1,-1,"Non-Native 23 23","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 23",23,"504",1,1,1,1,"Non-Native 23 23","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 25",23,"326",1,1,1,-1,"Non-Native 25 23","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 25",23,"341",1,1,1,1,"Non-Native 25 23","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 27",23,"545",1,1,1,-1,"Non-Native 27 23","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 27",23,"377",1,1,1,1,"Non-Native 27 23","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 30",23,"447",1,1,1,-1,"Non-Native 30 23","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 30",23,"432",1,1,1,1,"Non-Native 30 23","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 32",23,"937",1,1,1,-1,"Non-Native 32 23","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 32",23,"620",1,1,1,1,"Non-Native 32 23","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 38",23,"916",1,1,1,-1,"Non-Native 38 23","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 38",23,"474",1,1,1,1,"Non-Native 38 23","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 39",23,"600",1,1,1,-1,"Non-Native 39 23","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 39",23,"830",1,1,1,1,"Non-Native 39 23","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 47",23,"564",1,1,1,-1,"Non-Native 47 23","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 47",23,"803",1,1,1,1,"Non-Native 47 23","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 54",23,"427",1,1,1,-1,"Non-Native 54 23","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 54",23,"544",1,1,1,1,"Non-Native 54 23","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 57",23,"448",1,1,1,-1,"Non-Native 57 23","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 57",23,"395",1,1,1,1,"Non-Native 57 23","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 59",23,"626",1,1,1,-1,"Non-Native 59 23","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 59",23,"660",1,1,1,1,"Non-Native 59 23","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 60",23,"549",1,1,1,-1,"Non-Native 60 23","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 60",23,"521",1,1,1,1,"Non-Native 60 23","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 1",24,"620",-1,-1,1,-1,"Non-Native 1 24","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 1",24,"908",-1,-1,1,1,"Non-Native 1 24","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 2",24,"501",-1,-1,1,-1,"Non-Native 2 24","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 2",24,"696",-1,-1,1,1,"Non-Native 2 24","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 6",24,"659",-1,-1,1,-1,"Non-Native 6 24","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 6",24,"567",-1,-1,1,1,"Non-Native 6 24","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 9",24,"484",-1,-1,1,-1,"Non-Native 9 24","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 9",24,"514",-1,-1,1,1,"Non-Native 9 24","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 12",24,"1042",-1,-1,1,-1,"Non-Native 12 24","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 12",24,"887",-1,-1,1,1,"Non-Native 12 24","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 16",24,"652",-1,-1,1,-1,"Non-Native 16 24","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 16",24,"1010",-1,-1,1,1,"Non-Native 16 24","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 19",24,"1474",-1,-1,1,-1,"Non-Native 19 24","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 19",24,"863",-1,-1,1,1,"Non-Native 19 24","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 23",24,"564",-1,-1,1,-1,"Non-Native 23 24","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 23",24,"434",-1,-1,1,1,"Non-Native 23 24","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 25",24,"747",-1,-1,1,-1,"Non-Native 25 24","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 25",24,"858",-1,-1,1,1,"Non-Native 25 24","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 27",24,"591",-1,-1,1,-1,"Non-Native 27 24","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 27",24,"1264",-1,-1,1,1,"Non-Native 27 24","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 30",24,"681",-1,-1,1,-1,"Non-Native 30 24","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 30",24,"2507",-1,-1,1,1,"Non-Native 30 24","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 32",24,"748",-1,-1,1,-1,"Non-Native 32 24","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 32",24,"1269",-1,-1,1,1,"Non-Native 32 24","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 38",24,"2623",-1,-1,1,-1,"Non-Native 38 24","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 38",24,"2026",-1,-1,1,1,"Non-Native 38 24","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 39",24,"845",-1,-1,1,-1,"Non-Native 39 24","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 39",24,"691",-1,-1,1,1,"Non-Native 39 24","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 47",24,"415",-1,-1,1,-1,"Non-Native 47 24","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 47",24,"654",-1,-1,1,1,"Non-Native 47 24","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 54",24,"853",-1,-1,1,-1,"Non-Native 54 24","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 54",24,"548",-1,-1,1,1,"Non-Native 54 24","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 57",24,"536",-1,-1,1,-1,"Non-Native 57 24","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 57",24,"556",-1,-1,1,1,"Non-Native 57 24","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 59",24,"776",-1,-1,1,-1,"Non-Native 59 24","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 59",24,"784",-1,-1,1,1,"Non-Native 59 24","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 60",24,"421",-1,-1,1,-1,"Non-Native 60 24","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 60",24,"790",-1,-1,1,1,"Non-Native 60 24","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 3",24,"374",-1,1,1,-1,"Non-Native 3 24","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 3",24,"450",-1,1,1,1,"Non-Native 3 24","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 17",24,"368",-1,1,1,-1,"Non-Native 17 24","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 17",24,"545",-1,1,1,1,"Non-Native 17 24","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 29",24,"NA",-1,1,1,-1,"Non-Native 29 24","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 29",24,"NA",-1,1,1,1,"Non-Native 29 24","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 33",24,"522",-1,1,1,-1,"Non-Native 33 24","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 33",24,"759",-1,1,1,1,"Non-Native 33 24","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 35",24,"1160",-1,1,1,-1,"Non-Native 35 24","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 35",24,"802",-1,1,1,1,"Non-Native 35 24","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 36",24,"4001",-1,1,1,-1,"Non-Native 36 24","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 36",24,"2146",-1,1,1,1,"Non-Native 36 24","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 37",24,"448",-1,1,1,-1,"Non-Native 37 24","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 37",24,"1229",-1,1,1,1,"Non-Native 37 24","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 49",24,"377",-1,1,1,-1,"Non-Native 49 24","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 49",24,"299",-1,1,1,1,"Non-Native 49 24","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 52",24,"385",-1,1,1,-1,"Non-Native 52 24","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 52",24,"358",-1,1,1,1,"Non-Native 52 24","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 53",24,"454",-1,1,1,-1,"Non-Native 53 24","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 53",24,"589",-1,1,1,1,"Non-Native 53 24","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 55",24,"556",-1,1,1,-1,"Non-Native 55 24","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 55",24,"NA",-1,1,1,1,"Non-Native 55 24","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 58",24,"670",-1,1,1,-1,"Non-Native 58 24","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 58",24,"1311",-1,1,1,1,"Non-Native 58 24","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 62",24,"547",-1,1,1,-1,"Non-Native 62 24","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 62",24,"920",-1,1,1,1,"Non-Native 62 24","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
